Location,Month,Model,Surface Temperature,Middle Temperature,Bottom Temperature,pH,Ammonia,Nitrate,Phosphate,Dissolved Oxygen,WQI,WQI_Status,Ammonia_Level,Nitrate_Level,Phosphate_Level
BAÑAGA,Month 3,CNN,0.28882647,0.5502573,0.25448033,0.42836934,0.0061024046,0.06493825,0.5227939,0.20835464,65.87180165275059,Poor,Low,Low,High
BAÑAGA,Month 3,LSTM,0.3636608,0.5680642,0.2407437,0.45189536,0.03682643,0.06938101,0.58138597,0.15190569,65.87186734261361,Poor,Low,Low,High
BAÑAGA,Month 3,CNN-LSTM,0.3786684,0.5660566,0.27201056,0.37526044,0.03433761,0.08764864,0.52027875,0.16775195,65.87213744455751,Poor,Low,Low,High
BAÑAGA,Month 4,CNN,0.28882647,0.5502573,0.25448033,0.42836934,0.0061024046,0.06493825,0.5227939,0.20835464,65.87180165275059,Poor,Low,Low,High
BAÑAGA,Month 4,LSTM,0.3636608,0.5680642,0.2407437,0.45189536,0.03682643,0.06938101,0.58138597,0.15190569,65.87186734261361,Poor,Low,Low,High
BAÑAGA,Month 4,CNN-LSTM,0.3786684,0.5660566,0.27201056,0.37526044,0.03433761,0.08764864,0.52027875,0.16775195,65.87213744455751,Poor,Low,Low,High
BAÑAGA,Month 5,CNN,0.28882647,0.5502573,0.25448033,0.42836934,0.0061024046,0.06493825,0.5227939,0.20835464,65.87180165275059,Poor,Low,Low,High
BAÑAGA,Month 5,LSTM,0.3636608,0.5680642,0.2407437,0.45189536,0.03682643,0.06938101,0.58138597,0.15190569,65.87186734261361,Poor,Low,Low,High
BAÑAGA,Month 5,CNN-LSTM,0.3786684,0.5660566,0.27201056,0.37526044,0.03433761,0.08764864,0.52027875,0.16775195,65.87213744455751,Poor,Low,Low,High
BAÑAGA,Month 6,CNN,0.28882647,0.5502573,0.25448033,0.42836934,0.0061024046,0.06493825,0.5227939,0.20835464,65.87180165275059,Poor,Low,Low,High
BAÑAGA,Month 6,LSTM,0.3636608,0.5680642,0.2407437,0.45189536,0.03682643,0.06938101,0.58138597,0.15190569,65.87186734261361,Poor,Low,Low,High
BAÑAGA,Month 6,CNN-LSTM,0.3786684,0.5660566,0.27201056,0.37526044,0.03433761,0.08764864,0.52027875,0.16775195,65.87213744455751,Poor,Low,Low,High
BAÑAGA,Month 7,CNN,0.28882647,0.5502573,0.25448033,0.42836934,0.0061024046,0.06493825,0.5227939,0.20835464,65.87180165275059,Poor,Low,Low,High
BAÑAGA,Month 7,LSTM,0.3636608,0.5680642,0.2407437,0.45189536,0.03682643,0.06938101,0.58138597,0.15190569,65.87186734261361,Poor,Low,Low,High
BAÑAGA,Month 7,CNN-LSTM,0.3786684,0.5660566,0.27201056,0.37526044,0.03433761,0.08764864,0.52027875,0.16775195,65.87213744455751,Poor,Low,Low,High
BAÑAGA,Month 8,CNN,0.28882647,0.5502573,0.25448033,0.42836934,0.0061024046,0.06493825,0.5227939,0.20835464,65.87180165275059,Poor,Low,Low,High
BAÑAGA,Month 8,LSTM,0.3636608,0.5680642,0.2407437,0.45189536,0.03682643,0.06938101,0.58138597,0.15190569,65.87186734261361,Poor,Low,Low,High
BAÑAGA,Month 8,CNN-LSTM,0.3786684,0.5660566,0.27201056,0.37526044,0.03433761,0.08764864,0.52027875,0.16775195,65.87213744455751,Poor,Low,Low,High
BAÑAGA,Month 9,CNN,0.28882647,0.5502573,0.25448033,0.42836934,0.0061024046,0.06493825,0.5227939,0.20835464,65.87180165275059,Poor,Low,Low,High
BAÑAGA,Month 9,LSTM,0.3636608,0.5680642,0.2407437,0.45189536,0.03682643,0.06938101,0.58138597,0.15190569,65.87186734261361,Poor,Low,Low,High
BAÑAGA,Month 9,CNN-LSTM,0.3786684,0.5660566,0.27201056,0.37526044,0.03433761,0.08764864,0.52027875,0.16775195,65.87213744455751,Poor,Low,Low,High
BAÑAGA,Month 10,CNN,0.28882647,0.5502573,0.25448033,0.42836934,0.0061024046,0.06493825,0.5227939,0.20835464,65.87180165275059,Poor,Low,Low,High
BAÑAGA,Month 10,LSTM,0.3636608,0.5680642,0.2407437,0.45189536,0.03682643,0.06938101,0.58138597,0.15190569,65.87186734261361,Poor,Low,Low,High
BAÑAGA,Month 10,CNN-LSTM,0.3786684,0.5660566,0.27201056,0.37526044,0.03433761,0.08764864,0.52027875,0.16775195,65.87213744455751,Poor,Low,Low,High
BAÑAGA,Month 11,CNN,0.28882647,0.5502573,0.25448033,0.42836934,0.0061024046,0.06493825,0.5227939,0.20835464,65.87180165275059,Poor,Low,Low,High
BAÑAGA,Month 11,LSTM,0.3636608,0.5680642,0.2407437,0.45189536,0.03682643,0.06938101,0.58138597,0.15190569,65.87186734261361,Poor,Low,Low,High
BAÑAGA,Month 11,CNN-LSTM,0.3786684,0.5660566,0.27201056,0.37526044,0.03433761,0.08764864,0.52027875,0.16775195,65.87213744455751,Poor,Low,Low,High
BAÑAGA,Month 12,CNN,0.28882647,0.5502573,0.25448033,0.42836934,0.0061024046,0.06493825,0.5227939,0.20835464,65.87180165275059,Poor,Low,Low,High
BAÑAGA,Month 12,LSTM,0.3636608,0.5680642,0.2407437,0.45189536,0.03682643,0.06938101,0.58138597,0.15190569,65.87186734261361,Poor,Low,Low,High
BAÑAGA,Month 12,CNN-LSTM,0.3786684,0.5660566,0.27201056,0.37526044,0.03433761,0.08764864,0.52027875,0.16775195,65.87213744455751,Poor,Low,Low,High
BILIBINWANG,Month 1,CNN,0.45421612,0.645541,0.43401042,0.8148265,-0.015954718,0.10557803,0.6290029,0.38639846,65.87240254534464,Poor,Low,Low,High
BILIBINWANG,Month 1,LSTM,0.4565433,0.6421542,0.38913307,0.7999471,0.028303424,0.07637803,0.6415146,0.33776584,65.87197079931289,Poor,Low,Low,High
BILIBINWANG,Month 1,CNN-LSTM,0.4641212,0.65153694,0.36313993,0.8286256,-0.001139611,0.09623319,0.6225798,0.3603459,65.87226437419439,Poor,Low,Low,High
BILIBINWANG,Month 2,CNN,0.45421612,0.645541,0.43401042,0.8148265,-0.015954718,0.10557803,0.6290029,0.38639846,65.87240254534464,Poor,Low,Low,High
BILIBINWANG,Month 2,LSTM,0.4565433,0.6421542,0.38913307,0.7999471,0.028303424,0.07637803,0.6415146,0.33776584,65.87197079931289,Poor,Low,Low,High
BILIBINWANG,Month 2,CNN-LSTM,0.4641212,0.65153694,0.36313993,0.8286256,-0.001139611,0.09623319,0.6225798,0.3603459,65.87226437419439,Poor,Low,Low,High
BILIBINWANG,Month 3,CNN,0.45421612,0.645541,0.43401042,0.8148265,-0.015954718,0.10557803,0.6290029,0.38639846,65.87240254534464,Poor,Low,Low,High
BILIBINWANG,Month 3,LSTM,0.4565433,0.6421542,0.38913307,0.7999471,0.028303424,0.07637803,0.6415146,0.33776584,65.87197079931289,Poor,Low,Low,High
BILIBINWANG,Month 3,CNN-LSTM,0.4641212,0.65153694,0.36313993,0.8286256,-0.001139611,0.09623319,0.6225798,0.3603459,65.87226437419439,Poor,Low,Low,High
BILIBINWANG,Month 4,CNN,0.45421612,0.645541,0.43401042,0.8148265,-0.015954718,0.10557803,0.6290029,0.38639846,65.87240254534464,Poor,Low,Low,High
BILIBINWANG,Month 4,LSTM,0.4565433,0.6421542,0.38913307,0.7999471,0.028303424,0.07637803,0.6415146,0.33776584,65.87197079931289,Poor,Low,Low,High
BILIBINWANG,Month 4,CNN-LSTM,0.4641212,0.65153694,0.36313993,0.8286256,-0.001139611,0.09623319,0.6225798,0.3603459,65.87226437419439,Poor,Low,Low,High
BILIBINWANG,Month 5,CNN,0.45421612,0.645541,0.43401042,0.8148265,-0.015954718,0.10557803,0.6290029,0.38639846,65.87240254534464,Poor,Low,Low,High
BILIBINWANG,Month 5,LSTM,0.4565433,0.6421542,0.38913307,0.7999471,0.028303424,0.07637803,0.6415146,0.33776584,65.87197079931289,Poor,Low,Low,High
BILIBINWANG,Month 5,CNN-LSTM,0.4641212,0.65153694,0.36313993,0.8286256,-0.001139611,0.09623319,0.6225798,0.3603459,65.87226437419439,Poor,Low,Low,High
BILIBINWANG,Month 6,CNN,0.45421612,0.645541,0.43401042,0.8148265,-0.015954718,0.10557803,0.6290029,0.38639846,65.87240254534464,Poor,Low,Low,High
BILIBINWANG,Month 6,LSTM,0.4565433,0.6421542,0.38913307,0.7999471,0.028303424,0.07637803,0.6415146,0.33776584,65.87197079931289,Poor,Low,Low,High
BILIBINWANG,Month 6,CNN-LSTM,0.4641212,0.65153694,0.36313993,0.8286256,-0.001139611,0.09623319,0.6225798,0.3603459,65.87226437419439,Poor,Low,Low,High
BILIBINWANG,Month 7,CNN,0.45421612,0.645541,0.43401042,0.8148265,-0.015954718,0.10557803,0.6290029,0.38639846,65.87240254534464,Poor,Low,Low,High
BILIBINWANG,Month 7,LSTM,0.4565433,0.6421542,0.38913307,0.7999471,0.028303424,0.07637803,0.6415146,0.33776584,65.87197079931289,Poor,Low,Low,High
BILIBINWANG,Month 7,CNN-LSTM,0.4641212,0.65153694,0.36313993,0.8286256,-0.001139611,0.09623319,0.6225798,0.3603459,65.87226437419439,Poor,Low,Low,High
BILIBINWANG,Month 8,CNN,0.45421612,0.645541,0.43401042,0.8148265,-0.015954718,0.10557803,0.6290029,0.38639846,65.87240254534464,Poor,Low,Low,High
BILIBINWANG,Month 8,LSTM,0.4565433,0.6421542,0.38913307,0.7999471,0.028303424,0.07637803,0.6415146,0.33776584,65.87197079931289,Poor,Low,Low,High
BILIBINWANG,Month 8,CNN-LSTM,0.4641212,0.65153694,0.36313993,0.8286256,-0.001139611,0.09623319,0.6225798,0.3603459,65.87226437419439,Poor,Low,Low,High
BILIBINWANG,Month 9,CNN,0.45421612,0.645541,0.43401042,0.8148265,-0.015954718,0.10557803,0.6290029,0.38639846,65.87240254534464,Poor,Low,Low,High
BILIBINWANG,Month 9,LSTM,0.4565433,0.6421542,0.38913307,0.7999471,0.028303424,0.07637803,0.6415146,0.33776584,65.87197079931289,Poor,Low,Low,High
BILIBINWANG,Month 9,CNN-LSTM,0.4641212,0.65153694,0.36313993,0.8286256,-0.001139611,0.09623319,0.6225798,0.3603459,65.87226437419439,Poor,Low,Low,High
BILIBINWANG,Month 10,CNN,0.45421612,0.645541,0.43401042,0.8148265,-0.015954718,0.10557803,0.6290029,0.38639846,65.87240254534464,Poor,Low,Low,High
BILIBINWANG,Month 10,LSTM,0.4565433,0.6421542,0.38913307,0.7999471,0.028303424,0.07637803,0.6415146,0.33776584,65.87197079931289,Poor,Low,Low,High
BILIBINWANG,Month 10,CNN-LSTM,0.4641212,0.65153694,0.36313993,0.8286256,-0.001139611,0.09623319,0.6225798,0.3603459,65.87226437419439,Poor,Low,Low,High
BILIBINWANG,Month 11,CNN,0.45421612,0.645541,0.43401042,0.8148265,-0.015954718,0.10557803,0.6290029,0.38639846,65.87240254534464,Poor,Low,Low,High
BILIBINWANG,Month 11,LSTM,0.4565433,0.6421542,0.38913307,0.7999471,0.028303424,0.07637803,0.6415146,0.33776584,65.87197079931289,Poor,Low,Low,High
BILIBINWANG,Month 11,CNN-LSTM,0.4641212,0.65153694,0.36313993,0.8286256,-0.001139611,0.09623319,0.6225798,0.3603459,65.87226437419439,Poor,Low,Low,High
BILIBINWANG,Month 12,CNN,0.45421612,0.645541,0.43401042,0.8148265,-0.015954718,0.10557803,0.6290029,0.38639846,65.87240254534464,Poor,Low,Low,High
BILIBINWANG,Month 12,LSTM,0.4565433,0.6421542,0.38913307,0.7999471,0.028303424,0.07637803,0.6415146,0.33776584,65.87197079931289,Poor,Low,Low,High
BILIBINWANG,Month 12,CNN-LSTM,0.4641212,0.65153694,0.36313993,0.8286256,-0.001139611,0.09623319,0.6225798,0.3603459,65.87226437419439,Poor,Low,Low,High
BALAKILONG,Month 1,CNN,0.4446699,0.679562,0.5468898,0.9006171,0.009542442,0.12834208,0.64070594,0.42106098,65.87273913055881,Poor,Low,Low,High
BALAKILONG,Month 1,LSTM,0.4502332,0.69795907,0.49334034,0.84580773,0.022319702,0.07334089,0.6506882,0.3922463,65.87192589269841,Poor,Low,Low,High
BALAKILONG,Month 1,CNN-LSTM,0.46450633,0.7086124,0.4922073,0.8601355,0.007438764,0.09939852,0.6338953,0.40801752,65.87231117620352,Poor,Low,Low,High
BALAKILONG,Month 2,CNN,0.4446699,0.679562,0.5468898,0.9006171,0.009542442,0.12834208,0.64070594,0.42106098,65.87273913055881,Poor,Low,Low,High
BALAKILONG,Month 2,LSTM,0.4502332,0.69795907,0.49334034,0.84580773,0.022319702,0.07334089,0.6506882,0.3922463,65.87192589269841,Poor,Low,Low,High
BALAKILONG,Month 2,CNN-LSTM,0.46450633,0.7086124,0.4922073,0.8601355,0.007438764,0.09939852,0.6338953,0.40801752,65.87231117620352,Poor,Low,Low,High
BALAKILONG,Month 3,CNN,0.4446699,0.679562,0.5468898,0.9006171,0.009542442,0.12834208,0.64070594,0.42106098,65.87273913055881,Poor,Low,Low,High
BALAKILONG,Month 3,LSTM,0.4502332,0.69795907,0.49334034,0.84580773,0.022319702,0.07334089,0.6506882,0.3922463,65.87192589269841,Poor,Low,Low,High
BALAKILONG,Month 3,CNN-LSTM,0.46450633,0.7086124,0.4922073,0.8601355,0.007438764,0.09939852,0.6338953,0.40801752,65.87231117620352,Poor,Low,Low,High
BALAKILONG,Month 4,CNN,0.4446699,0.679562,0.5468898,0.9006171,0.009542442,0.12834208,0.64070594,0.42106098,65.87273913055881,Poor,Low,Low,High
BALAKILONG,Month 4,LSTM,0.4502332,0.69795907,0.49334034,0.84580773,0.022319702,0.07334089,0.6506882,0.3922463,65.87192589269841,Poor,Low,Low,High
BALAKILONG,Month 4,CNN-LSTM,0.46450633,0.7086124,0.4922073,0.8601355,0.007438764,0.09939852,0.6338953,0.40801752,65.87231117620352,Poor,Low,Low,High
BALAKILONG,Month 5,CNN,0.4446699,0.679562,0.5468898,0.9006171,0.009542442,0.12834208,0.64070594,0.42106098,65.87273913055881,Poor,Low,Low,High
BALAKILONG,Month 5,LSTM,0.4502332,0.69795907,0.49334034,0.84580773,0.022319702,0.07334089,0.6506882,0.3922463,65.87192589269841,Poor,Low,Low,High
BALAKILONG,Month 5,CNN-LSTM,0.46450633,0.7086124,0.4922073,0.8601355,0.007438764,0.09939852,0.6338953,0.40801752,65.87231117620352,Poor,Low,Low,High
BALAKILONG,Month 6,CNN,0.4446699,0.679562,0.5468898,0.9006171,0.009542442,0.12834208,0.64070594,0.42106098,65.87273913055881,Poor,Low,Low,High
BALAKILONG,Month 6,LSTM,0.4502332,0.69795907,0.49334034,0.84580773,0.022319702,0.07334089,0.6506882,0.3922463,65.87192589269841,Poor,Low,Low,High
BALAKILONG,Month 6,CNN-LSTM,0.46450633,0.7086124,0.4922073,0.8601355,0.007438764,0.09939852,0.6338953,0.40801752,65.87231117620352,Poor,Low,Low,High
BALAKILONG,Month 7,CNN,0.4446699,0.679562,0.5468898,0.9006171,0.009542442,0.12834208,0.64070594,0.42106098,65.87273913055881,Poor,Low,Low,High
BALAKILONG,Month 7,LSTM,0.4502332,0.69795907,0.49334034,0.84580773,0.022319702,0.07334089,0.6506882,0.3922463,65.87192589269841,Poor,Low,Low,High
BALAKILONG,Month 7,CNN-LSTM,0.46450633,0.7086124,0.4922073,0.8601355,0.007438764,0.09939852,0.6338953,0.40801752,65.87231117620352,Poor,Low,Low,High
BALAKILONG,Month 8,CNN,0.4446699,0.679562,0.5468898,0.9006171,0.009542442,0.12834208,0.64070594,0.42106098,65.87273913055881,Poor,Low,Low,High
BALAKILONG,Month 8,LSTM,0.4502332,0.69795907,0.49334034,0.84580773,0.022319702,0.07334089,0.6506882,0.3922463,65.87192589269841,Poor,Low,Low,High
BALAKILONG,Month 8,CNN-LSTM,0.46450633,0.7086124,0.4922073,0.8601355,0.007438764,0.09939852,0.6338953,0.40801752,65.87231117620352,Poor,Low,Low,High
BALAKILONG,Month 9,CNN,0.4446699,0.679562,0.5468898,0.9006171,0.009542442,0.12834208,0.64070594,0.42106098,65.87273913055881,Poor,Low,Low,High
BALAKILONG,Month 9,LSTM,0.4502332,0.69795907,0.49334034,0.84580773,0.022319702,0.07334089,0.6506882,0.3922463,65.87192589269841,Poor,Low,Low,High
BALAKILONG,Month 9,CNN-LSTM,0.46450633,0.7086124,0.4922073,0.8601355,0.007438764,0.09939852,0.6338953,0.40801752,65.87231117620352,Poor,Low,Low,High
BALAKILONG,Month 10,CNN,0.4446699,0.679562,0.5468898,0.9006171,0.009542442,0.12834208,0.64070594,0.42106098,65.87273913055881,Poor,Low,Low,High
BALAKILONG,Month 10,LSTM,0.4502332,0.69795907,0.49334034,0.84580773,0.022319702,0.07334089,0.6506882,0.3922463,65.87192589269841,Poor,Low,Low,High
BALAKILONG,Month 10,CNN-LSTM,0.46450633,0.7086124,0.4922073,0.8601355,0.007438764,0.09939852,0.6338953,0.40801752,65.87231117620352,Poor,Low,Low,High
BALAKILONG,Month 11,CNN,0.4446699,0.679562,0.5468898,0.9006171,0.009542442,0.12834208,0.64070594,0.42106098,65.87273913055881,Poor,Low,Low,High
BALAKILONG,Month 11,LSTM,0.4502332,0.69795907,0.49334034,0.84580773,0.022319702,0.07334089,0.6506882,0.3922463,65.87192589269841,Poor,Low,Low,High
BALAKILONG,Month 11,CNN-LSTM,0.46450633,0.7086124,0.4922073,0.8601355,0.007438764,0.09939852,0.6338953,0.40801752,65.87231117620352,Poor,Low,Low,High
BALAKILONG,Month 12,CNN,0.4446699,0.679562,0.5468898,0.9006171,0.009542442,0.12834208,0.64070594,0.42106098,65.87273913055881,Poor,Low,Low,High
BALAKILONG,Month 12,LSTM,0.4502332,0.69795907,0.49334034,0.84580773,0.022319702,0.07334089,0.6506882,0.3922463,65.87192589269841,Poor,Low,Low,High
BALAKILONG,Month 12,CNN-LSTM,0.46450633,0.7086124,0.4922073,0.8601355,0.007438764,0.09939852,0.6338953,0.40801752,65.87231117620352,Poor,Low,Low,High
BERINAYAN,Month 1,CNN,0.37836456,0.6066429,0.35121813,0.74853307,0.0050031757,0.0982702,0.6235494,0.30498976,65.8722944930637,Poor,Low,Low,High
BERINAYAN,Month 1,LSTM,0.41444796,0.608286,0.30803332,0.7280123,0.020932348,0.08486569,0.6513018,0.28273347,65.87209629635137,Poor,Low,Low,High
BERINAYAN,Month 1,CNN-LSTM,0.43147558,0.6193012,0.32627505,0.7567982,0.010381803,0.09888873,0.6300268,0.3151918,65.87230363853881,Poor,Low,Low,High
BERINAYAN,Month 2,CNN,0.37836456,0.6066429,0.35121813,0.74853307,0.0050031757,0.0982702,0.6235494,0.30498976,65.8722944930637,Poor,Low,Low,High
BERINAYAN,Month 2,LSTM,0.41444796,0.608286,0.30803332,0.7280123,0.020932348,0.08486569,0.6513018,0.28273347,65.87209629635137,Poor,Low,Low,High
BERINAYAN,Month 2,CNN-LSTM,0.43147558,0.6193012,0.32627505,0.7567982,0.010381803,0.09888873,0.6300268,0.3151918,65.87230363853881,Poor,Low,Low,High
BERINAYAN,Month 3,CNN,0.37836456,0.6066429,0.35121813,0.74853307,0.0050031757,0.0982702,0.6235494,0.30498976,65.8722944930637,Poor,Low,Low,High
BERINAYAN,Month 3,LSTM,0.41444796,0.608286,0.30803332,0.7280123,0.020932348,0.08486569,0.6513018,0.28273347,65.87209629635137,Poor,Low,Low,High
BERINAYAN,Month 3,CNN-LSTM,0.43147558,0.6193012,0.32627505,0.7567982,0.010381803,0.09888873,0.6300268,0.3151918,65.87230363853881,Poor,Low,Low,High
BERINAYAN,Month 4,CNN,0.37836456,0.6066429,0.35121813,0.74853307,0.0050031757,0.0982702,0.6235494,0.30498976,65.8722944930637,Poor,Low,Low,High
BERINAYAN,Month 4,LSTM,0.41444796,0.608286,0.30803332,0.7280123,0.020932348,0.08486569,0.6513018,0.28273347,65.87209629635137,Poor,Low,Low,High
BERINAYAN,Month 4,CNN-LSTM,0.43147558,0.6193012,0.32627505,0.7567982,0.010381803,0.09888873,0.6300268,0.3151918,65.87230363853881,Poor,Low,Low,High
BERINAYAN,Month 5,CNN,0.37836456,0.6066429,0.35121813,0.74853307,0.0050031757,0.0982702,0.6235494,0.30498976,65.8722944930637,Poor,Low,Low,High
BERINAYAN,Month 5,LSTM,0.41444796,0.608286,0.30803332,0.7280123,0.020932348,0.08486569,0.6513018,0.28273347,65.87209629635137,Poor,Low,Low,High
BERINAYAN,Month 5,CNN-LSTM,0.43147558,0.6193012,0.32627505,0.7567982,0.010381803,0.09888873,0.6300268,0.3151918,65.87230363853881,Poor,Low,Low,High
BERINAYAN,Month 6,CNN,0.37836456,0.6066429,0.35121813,0.74853307,0.0050031757,0.0982702,0.6235494,0.30498976,65.8722944930637,Poor,Low,Low,High
BERINAYAN,Month 6,LSTM,0.41444796,0.608286,0.30803332,0.7280123,0.020932348,0.08486569,0.6513018,0.28273347,65.87209629635137,Poor,Low,Low,High
BERINAYAN,Month 6,CNN-LSTM,0.43147558,0.6193012,0.32627505,0.7567982,0.010381803,0.09888873,0.6300268,0.3151918,65.87230363853881,Poor,Low,Low,High
BERINAYAN,Month 7,CNN,0.37836456,0.6066429,0.35121813,0.74853307,0.0050031757,0.0982702,0.6235494,0.30498976,65.8722944930637,Poor,Low,Low,High
BERINAYAN,Month 7,LSTM,0.41444796,0.608286,0.30803332,0.7280123,0.020932348,0.08486569,0.6513018,0.28273347,65.87209629635137,Poor,Low,Low,High
BERINAYAN,Month 7,CNN-LSTM,0.43147558,0.6193012,0.32627505,0.7567982,0.010381803,0.09888873,0.6300268,0.3151918,65.87230363853881,Poor,Low,Low,High
BERINAYAN,Month 8,CNN,0.37836456,0.6066429,0.35121813,0.74853307,0.0050031757,0.0982702,0.6235494,0.30498976,65.8722944930637,Poor,Low,Low,High
BERINAYAN,Month 8,LSTM,0.41444796,0.608286,0.30803332,0.7280123,0.020932348,0.08486569,0.6513018,0.28273347,65.87209629635137,Poor,Low,Low,High
BERINAYAN,Month 8,CNN-LSTM,0.43147558,0.6193012,0.32627505,0.7567982,0.010381803,0.09888873,0.6300268,0.3151918,65.87230363853881,Poor,Low,Low,High
BERINAYAN,Month 9,CNN,0.37836456,0.6066429,0.35121813,0.74853307,0.0050031757,0.0982702,0.6235494,0.30498976,65.8722944930637,Poor,Low,Low,High
BERINAYAN,Month 9,LSTM,0.41444796,0.608286,0.30803332,0.7280123,0.020932348,0.08486569,0.6513018,0.28273347,65.87209629635137,Poor,Low,Low,High
BERINAYAN,Month 9,CNN-LSTM,0.43147558,0.6193012,0.32627505,0.7567982,0.010381803,0.09888873,0.6300268,0.3151918,65.87230363853881,Poor,Low,Low,High
BERINAYAN,Month 10,CNN,0.37836456,0.6066429,0.35121813,0.74853307,0.0050031757,0.0982702,0.6235494,0.30498976,65.8722944930637,Poor,Low,Low,High
BERINAYAN,Month 10,LSTM,0.41444796,0.608286,0.30803332,0.7280123,0.020932348,0.08486569,0.6513018,0.28273347,65.87209629635137,Poor,Low,Low,High
BERINAYAN,Month 10,CNN-LSTM,0.43147558,0.6193012,0.32627505,0.7567982,0.010381803,0.09888873,0.6300268,0.3151918,65.87230363853881,Poor,Low,Low,High
BERINAYAN,Month 11,CNN,0.37836456,0.6066429,0.35121813,0.74853307,0.0050031757,0.0982702,0.6235494,0.30498976,65.8722944930637,Poor,Low,Low,High
BERINAYAN,Month 11,LSTM,0.41444796,0.608286,0.30803332,0.7280123,0.020932348,0.08486569,0.6513018,0.28273347,65.87209629635137,Poor,Low,Low,High
BERINAYAN,Month 11,CNN-LSTM,0.43147558,0.6193012,0.32627505,0.7567982,0.010381803,0.09888873,0.6300268,0.3151918,65.87230363853881,Poor,Low,Low,High
BERINAYAN,Month 12,CNN,0.37836456,0.6066429,0.35121813,0.74853307,0.0050031757,0.0982702,0.6235494,0.30498976,65.8722944930637,Poor,Low,Low,High
BERINAYAN,Month 12,LSTM,0.41444796,0.608286,0.30803332,0.7280123,0.020932348,0.08486569,0.6513018,0.28273347,65.87209629635137,Poor,Low,Low,High
BERINAYAN,Month 12,CNN-LSTM,0.43147558,0.6193012,0.32627505,0.7567982,0.010381803,0.09888873,0.6300268,0.3151918,65.87230363853881,Poor,Low,Low,High
SAMPALOC,Month 1,CNN,0.2873996,0.4927132,0.25257322,0.42270702,0.054916326,0.015558765,0.4401493,0.19729933,56.911035235055444,Poor,Low,Low,Moderate
SAMPALOC,Month 1,LSTM,0.366487,0.5426276,0.24673375,0.4196895,0.026290806,0.077770814,0.54514986,0.17307022,65.8719913927706,Poor,Low,Low,High
SAMPALOC,Month 1,CNN-LSTM,0.37416074,0.53312135,0.24904284,0.36494896,0.03596521,0.10532429,0.49713513,0.19622707,65.44350925347248,Poor,Low,Low,Moderate
SAMPALOC,Month 2,CNN,0.2873996,0.4927132,0.25257322,0.42270702,0.054916326,0.015558765,0.4401493,0.19729933,56.911035235055444,Poor,Low,Low,Moderate
SAMPALOC,Month 2,LSTM,0.366487,0.5426276,0.24673375,0.4196895,0.026290806,0.077770814,0.54514986,0.17307022,65.8719913927706,Poor,Low,Low,High
SAMPALOC,Month 2,CNN-LSTM,0.37416074,0.53312135,0.24904284,0.36494896,0.03596521,0.10532429,0.49713513,0.19622707,65.44350925347248,Poor,Low,Low,Moderate
SAMPALOC,Month 3,CNN,0.2873996,0.4927132,0.25257322,0.42270702,0.054916326,0.015558765,0.4401493,0.19729933,56.911035235055444,Poor,Low,Low,Moderate
SAMPALOC,Month 3,LSTM,0.366487,0.5426276,0.24673375,0.4196895,0.026290806,0.077770814,0.54514986,0.17307022,65.8719913927706,Poor,Low,Low,High
SAMPALOC,Month 3,CNN-LSTM,0.37416074,0.53312135,0.24904284,0.36494896,0.03596521,0.10532429,0.49713513,0.19622707,65.44350925347248,Poor,Low,Low,Moderate
SAMPALOC,Month 4,CNN,0.2873996,0.4927132,0.25257322,0.42270702,0.054916326,0.015558765,0.4401493,0.19729933,56.911035235055444,Poor,Low,Low,Moderate
SAMPALOC,Month 4,LSTM,0.366487,0.5426276,0.24673375,0.4196895,0.026290806,0.077770814,0.54514986,0.17307022,65.8719913927706,Poor,Low,Low,High
SAMPALOC,Month 4,CNN-LSTM,0.37416074,0.53312135,0.24904284,0.36494896,0.03596521,0.10532429,0.49713513,0.19622707,65.44350925347248,Poor,Low,Low,Moderate
SAMPALOC,Month 5,CNN,0.2873996,0.4927132,0.25257322,0.42270702,0.054916326,0.015558765,0.4401493,0.19729933,56.911035235055444,Poor,Low,Low,Moderate
SAMPALOC,Month 5,LSTM,0.366487,0.5426276,0.24673375,0.4196895,0.026290806,0.077770814,0.54514986,0.17307022,65.8719913927706,Poor,Low,Low,High
SAMPALOC,Month 5,CNN-LSTM,0.37416074,0.53312135,0.24904284,0.36494896,0.03596521,0.10532429,0.49713513,0.19622707,65.44350925347248,Poor,Low,Low,Moderate
SAMPALOC,Month 6,CNN,0.2873996,0.4927132,0.25257322,0.42270702,0.054916326,0.015558765,0.4401493,0.19729933,56.911035235055444,Poor,Low,Low,Moderate
SAMPALOC,Month 6,LSTM,0.366487,0.5426276,0.24673375,0.4196895,0.026290806,0.077770814,0.54514986,0.17307022,65.8719913927706,Poor,Low,Low,High
SAMPALOC,Month 6,CNN-LSTM,0.37416074,0.53312135,0.24904284,0.36494896,0.03596521,0.10532429,0.49713513,0.19622707,65.44350925347248,Poor,Low,Low,Moderate
SAMPALOC,Month 7,CNN,0.2873996,0.4927132,0.25257322,0.42270702,0.054916326,0.015558765,0.4401493,0.19729933,56.911035235055444,Poor,Low,Low,Moderate
SAMPALOC,Month 7,LSTM,0.366487,0.5426276,0.24673375,0.4196895,0.026290806,0.077770814,0.54514986,0.17307022,65.8719913927706,Poor,Low,Low,High
