Location,Week,Model,Surface Temperature,Middle Temperature,Bottom Temperature,pH,Ammonia,Nitrate,Phosphate,Dissolved Oxygen,WQI,WQI_Status,Ammonia_Level,Nitrate_Level,Phosphate_Level
BAÑAGA,Week 17,CNN-LSTM,0.28152576,0.50976807,0.19248298,0.42574248,0.018778928,0.082083344,0.53135306,0.1858089,73.1752612723169,Poor,Low,Low,High
BAÑAGA,Week 18,CNN,0.30275354,0.4816476,0.19039087,0.4106573,0.011274602,0.10576178,0.56505233,0.16087705,73.17565019348793,Poor,Low,Low,High
BAÑAGA,Week 18,LSTM,0.2992359,0.5351653,0.19871844,0.4663506,0.017691921,0.09275813,0.5709453,0.19818178,73.17543660696619,Poor,Low,Low,High
BAÑAGA,Week 18,CNN-LSTM,0.2807622,0.5082359,0.19143732,0.4189849,0.019213941,0.082943246,0.5321429,0.18807505,73.17527539631111,Poor,Low,Low,High
BAÑAGA,Week 19,CNN,0.30052486,0.47712472,0.19350894,0.41641876,0.018237468,0.10580124,0.5569079,0.16522117,73.17565084162318,Poor,Low,Low,High
BAÑAGA,Week 19,LSTM,0.29658353,0.5342499,0.19536707,0.46453473,0.01794181,0.092828505,0.57301587,0.19895393,73.17543776288406,Poor,Low,Low,High
BAÑAGA,Week 19,CNN-LSTM,0.28182375,0.5076665,0.19049625,0.41790694,0.019353215,0.08338126,0.531252,0.18817014,73.17528259074396,Poor,Low,Low,High
BAÑAGA,Week 20,CNN,0.30098438,0.48643476,0.19738118,0.41165334,0.012783932,0.10779566,0.5579759,0.17005977,73.17568360021257,Poor,Low,Low,High
BAÑAGA,Week 20,LSTM,0.2956109,0.5334673,0.19276364,0.4657359,0.018483844,0.09217291,0.5744873,0.20031273,73.175426994657,Poor,Low,Low,High
BAÑAGA,Week 20,CNN-LSTM,0.28233737,0.50604767,0.18684046,0.4136999,0.0194859,0.083927654,0.5321763,0.19036189,73.1752915653314,Poor,Low,Low,High
BAÑAGA,Week 21,CNN,0.30730888,0.4876049,0.20573495,0.40905222,0.0028813342,0.10750647,0.5668217,0.16302864,73.17567885023189,Poor,Low,Low,High
BAÑAGA,Week 21,LSTM,0.29741952,0.533123,0.1920848,0.4650118,0.01895317,0.0918783,0.57437015,0.20106506,73.17542215565217,Poor,Low,Low,High
BAÑAGA,Week 21,CNN-LSTM,0.28621843,0.50583625,0.18487354,0.4148856,0.019753855,0.08478261,0.5314611,0.19111528,73.17530560808696,Poor,Low,Low,High
BAÑAGA,Week 22,CNN,0.31480524,0.48696238,0.20051558,0.41105348,0.008696111,0.10713134,0.5671478,0.16403167,73.17567268867633,Poor,Low,Low,High
BAÑAGA,Week 22,LSTM,0.3011744,0.53397954,0.19239625,0.46469462,0.018577065,0.092079125,0.5731085,0.20099467,73.17542545422705,Poor,Low,Low,High
BAÑAGA,Week 22,CNN-LSTM,0.28639588,0.5042441,0.18363939,0.41237062,0.020546492,0.08398123,0.5311293,0.19154583,73.17529244532366,Poor,Low,Low,High
BAÑAGA,Week 23,CNN,0.31565967,0.48549554,0.19533494,0.41261253,0.012856272,0.10921705,0.5694261,0.17240174,73.17570694671497,Poor,Low,Low,High
BAÑAGA,Week 23,LSTM,0.30500343,0.5346191,0.19279476,0.46539012,0.018208707,0.092401825,0.57257825,0.20167577,73.17543075461353,Poor,Low,Low,High
BAÑAGA,Week 23,CNN-LSTM,0.29024625,0.50479615,0.18479659,0.4133757,0.020364668,0.084140144,0.5302976,0.19171174,73.17529505550532,Poor,Low,Low,High
BAÑAGA,Week 24,CNN,0.31775162,0.48742044,0.19670627,0.41149688,0.013548899,0.107001424,0.56721413,0.17595257,73.17567055479034,Poor,Low,Low,High
BAÑAGA,Week 24,LSTM,0.30784974,0.535085,0.19264762,0.46589637,0.018261451,0.092884876,0.5736668,0.20296451,73.17543868878454,Poor,Low,Low,High
BAÑAGA,Week 24,CNN-LSTM,0.29333892,0.5065195,0.18472514,0.41181102,0.020930003,0.08319371,0.53070617,0.19213697,73.17527951021256,Poor,Low,Low,High
BAÑAGA,Week 25,CNN,0.32076034,0.48371395,0.19424473,0.40973786,0.01310548,0.10685874,0.5680931,0.17591292,73.17566821118841,Poor,Low,Low,High
BAÑAGA,Week 25,LSTM,0.31034225,0.5358235,0.1928069,0.4660563,0.01842973,0.09310731,0.5743684,0.2043499,73.17544234228986,Poor,Low,Low,High
BAÑAGA,Week 25,CNN-LSTM,0.2964863,0.5075861,0.18432267,0.41244045,0.02096363,0.0842405,0.5312172,0.19344883,73.17529670386473,Poor,Low,Low,High
BAÑAGA,Week 26,CNN,0.3226437,0.48583958,0.19287753,0.41250905,0.012242107,0.10676098,0.5677794,0.17603076,73.17566660546859,Poor,Low,Low,High
BAÑAGA,Week 26,LSTM,0.31214324,0.5363746,0.19239405,0.46533066,0.018615425,0.09345755,0.5750051,0.20539957,73.17544809502415,Poor,Low,Low,High
BAÑAGA,Week 26,CNN-LSTM,0.2990857,0.50803643,0.18341784,0.41125187,0.021496993,0.083797194,0.53098434,0.19520393,73.17528942251015,Poor,Low,Low,High
BAÑAGA,Week 27,CNN,0.3257334,0.48938105,0.19745797,0.41566572,0.011704203,0.10693749,0.5687875,0.17764701,73.17566950466667,Poor,Low,Low,High
BAÑAGA,Week 27,LSTM,0.31424943,0.5363681,0.19163793,0.46536306,0.018711735,0.0934914,0.5755006,0.20645481,73.17544865101449,Poor,Low,Low,High
BAÑAGA,Week 27,CNN-LSTM,0.30163494,0.5082106,0.18281713,0.4116436,0.021480238,0.08441943,0.5309485,0.19633499,73.1752996428116,Poor,Low,Low,High
BAÑAGA,Week 28,CNN,0.3291189,0.4919004,0.19901833,0.41441622,0.010895031,0.107861295,0.57323813,0.17992893,73.17568467827536,Poor,Low,Low,High
BAÑAGA,Week 28,LSTM,0.3178664,0.5368166,0.19191688,0.46648076,0.018608922,0.09344992,0.5755227,0.20743161,73.17544796970049,Poor,Low,Low,High
BAÑAGA,Week 28,CNN-LSTM,0.30508998,0.50952286,0.18252991,0.41177812,0.02195521,0.08393463,0.5310642,0.19783404,73.17529167991304,Poor,Low,Low,High
BAÑAGA,Week 29,CNN,0.33244264,0.49078506,0.197593,0.41321716,0.010210276,0.108175226,0.5747387,0.18001717,73.17568983462995,Poor,Low,Low,High
BAÑAGA,Week 29,LSTM,0.32169816,0.5379005,0.192419,0.46698788,0.01850371,0.09363693,0.57587457,0.20865154,73.17545104136232,Poor,Low,Low,High
BAÑAGA,Week 29,CNN-LSTM,0.30858612,0.51056784,0.18285994,0.4125039,0.021873735,0.08413006,0.5316059,0.1987386,73.1752948898744,Poor,Low,Low,High
BAÑAGA,Week 30,CNN,0.3350234,0.489394,0.19472042,0.41644347,0.012616321,0.107556894,0.5739973,0.18263386,73.17567967845217,Poor,Low,Low,High
BAÑAGA,Week 30,LSTM,0.32463613,0.5388231,0.19275434,0.4669893,0.018406905,0.09398606,0.5761731,0.2094599,73.17545677586473,Poor,Low,Low,High
BAÑAGA,Week 30,CNN-LSTM,0.31093463,0.51176006,0.18318525,0.41283062,0.022168592,0.08387294,0.5318319,0.19930154,73.17529066664734,Poor,Low,Low,High
BAÑAGA,Week 31,CNN,0.33616108,0.49061278,0.19530526,0.41769347,0.012956976,0.10752514,0.57483405,0.1848299,73.17567915688889,Poor,Low,Low,High
BAÑAGA,Week 31,LSTM,0.32687855,0.53947866,0.19274725,0.4677241,0.018423552,0.094173476,0.57702214,0.21055448,73.17545985419517,Poor,Low,Low,High
BAÑAGA,Week 31,CNN-LSTM,0.31360915,0.5130046,0.18344732,0.4130586,0.022171777,0.084071964,0.53234786,0.20030136,73.17529393564058,Poor,Low,Low,High
BAÑAGA,Week 32,CNN,0.33900604,0.49369678,0.19756426,0.41892427,0.012769139,0.10632848,0.57579976,0.18572359,73.17565950160386,Poor,Low,Low,High
BAÑAGA,Week 32,LSTM,0.3290853,0.54029894,0.19275497,0.4686826,0.018568937,0.0943,0.5781357,0.2115728,73.17546193236714,Poor,Low,Low,High
BAÑAGA,Week 32,CNN-LSTM,0.31626213,0.51453197,0.18336022,0.41333213,0.022428077,0.08409144,0.53335625,0.20158662,73.17529425553623,Poor,Low,Low,High
BAÑAGA,Week 33,CNN,0.34285727,0.49404258,0.19704196,0.42044708,0.0117475195,0.106318474,0.5762208,0.18583821,73.1756593372541,Poor,Low,Low,High
BAÑAGA,Week 33,LSTM,0.33168483,0.54137826,0.19318248,0.4696702,0.018614251,0.094298996,0.5788563,0.2125789,73.17546191587633,Poor,Low,Low,High
BAÑAGA,Week 33,CNN-LSTM,0.31886014,0.5154735,0.18326545,0.4139535,0.02245599,0.08426088,0.5339245,0.20299011,73.17529703860869,Poor,Low,Low,High
BAÑAGA,Week 34,CNN,0.34507918,0.4952127,0.19688758,0.4223312,0.011850642,0.106861725,0.5774555,0.18714637,73.17566826021739,Poor,Low,Low,High
BAÑAGA,Week 34,LSTM,0.33428124,0.54223883,0.19346574,0.4707811,0.018480342,0.094340846,0.5793176,0.21352202,73.17546260326763,Poor,Low,Low,High
BAÑAGA,Week 34,CNN-LSTM,0.32165477,0.51659966,0.18357168,0.4151781,0.022606995,0.08409605,0.53444886,0.2040587,73.17529433125604,Poor,Low,Low,High
BAÑAGA,Week 35,CNN,0.3475461,0.4969385,0.19812612,0.42484686,0.011508566,0.106844515,0.57920784,0.18909943,73.17566797754107,Poor,Low,Low,High
BAÑAGA,Week 35,LSTM,0.33672726,0.54307765,0.19379373,0.47197372,0.018418446,0.09441588,0.57992226,0.2144464,73.17546383571015,Poor,Low,Low,High
BAÑAGA,Week 35,CNN-LSTM,0.3241443,0.51764596,0.18383315,0.41639313,0.02274942,0.08415469,0.53484136,0.20482555,73.17529529442513,Poor,Low,Low,High
BAÑAGA,Week 36,CNN,0.35070556,0.49797052,0.19746985,0.4258116,0.01201424,0.106595114,0.5806615,0.19100396,73.17566388109951,Poor,Low,Low,High
BAÑAGA,Week 36,LSTM,0.33926523,0.5440937,0.19447453,0.4733885,0.018359065,0.094553806,0.58059675,0.21531194,73.17546610116135,Poor,Low,Low,High
BAÑAGA,Week 36,CNN-LSTM,0.32728353,0.5193865,0.18450718,0.41773304,0.02282561,0.08401431,0.535772,0.20585111,73.17529298866667,Poor,Low,Low,High
BAÑAGA,Week 37,CNN,0.35291663,0.49863848,0.19719198,0.4272999,0.01197473,0.106015,0.5810572,0.19209568,73.175654352657,Poor,Low,Low,High
BAÑAGA,Week 37,LSTM,0.3417618,0.5452324,0.19503908,0.47468564,0.018333836,0.09475774,0.58144164,0.21629661,73.17546945080193,Poor,Low,Low,High
BAÑAGA,Week 37,CNN-LSTM,0.32976,0.52060807,0.18486649,0.41912404,0.022913426,0.0840833,0.53642243,0.20675904,73.17529412183575,Poor,Low,Low,High
BAÑAGA,Week 38,CNN,0.35529146,0.5003857,0.19762819,0.43028694,0.012344674,0.10538075,0.5809609,0.19323646,73.17564393502415,Poor,Low,Low,High
BAÑAGA,Week 38,LSTM,0.34391075,0.5461815,0.1955148,0.4759802,0.018317204,0.09491149,0.5822365,0.21717745,73.17547197616425,Poor,Low,Low,High
BAÑAGA,Week 38,CNN-LSTM,0.3322788,0.522042,0.18531786,0.42042074,0.023037937,0.0840445,0.53721213,0.20765433,73.17529348454106,Poor,Low,Low,High
BAÑAGA,Week 39,CNN,0.3581303,0.5023648,0.19903684,0.4325075,0.012319848,0.10547618,0.5822313,0.19456849,73.17564550247343,Poor,Low,Low,High
BAÑAGA,Week 39,LSTM,0.34611562,0.5471059,0.19597,0.47760248,0.018293392,0.09492908,0.5830302,0.21810567,73.17547226508212,Poor,Low,Low,High
BAÑAGA,Week 39,CNN-LSTM,0.33462813,0.5233595,0.18570967,0.42191806,0.023101285,0.08407088,0.53797,0.20884587,73.17529391783575,Poor,Low,Low,High
BAÑAGA,Week 40,CNN,0.36089215,0.5042569,0.1997436,0.43440643,0.012030263,0.105454355,0.58352447,0.19561206,73.17564514399517,Poor,Low,Low,High
BAÑAGA,Week 40,LSTM,0.34860608,0.54823804,0.19664851,0.47934705,0.01823942,0.09498484,0.5837847,0.21908942,73.17547318094685,Poor,Low,Low,High
BAÑAGA,Week 40,CNN-LSTM,0.33735958,0.5248067,0.1861981,0.4235253,0.023231348,0.083977476,0.53877246,0.20981544,73.17529238366377,Poor,Low,Low,High
BAÑAGA,Week 41,CNN,0.36357185,0.5052318,0.19959188,0.43647522,0.011654662,0.10521435,0.5839573,0.19682753,73.17564120188406,Poor,Low,Low,High
BAÑAGA,Week 41,LSTM,0.35109502,0.54934657,0.19742444,0.48096606,0.018156491,0.09507719,0.5844341,0.22000721,73.17547469780676,Poor,Low,Low,High
BAÑAGA,Week 41,CNN-LSTM,0.339866,0.5261159,0.18682116,0.42528862,0.023246722,0.083941475,0.5394436,0.21081918,73.17529179234299,Poor,Low,Low,High
BAÑAGA,Week 42,CNN,0.36577561,0.50648725,0.20000096,0.43880877,0.011858087,0.105144046,0.58500856,0.1979948,73.17564004713236,Poor,Low,Low,High
BAÑAGA,Week 42,LSTM,0.35339424,0.5503335,0.19812125,0.4825996,0.018064624,0.095181875,0.58505106,0.22089511,73.17547641727053,Poor,Low,Low,High
BAÑAGA,Week 42,CNN-LSTM,0.34237754,0.5274872,0.18745877,0.4271413,0.023380257,0.08384773,0.54010946,0.2116102,73.17529025257005,Poor,Low,Low,High
BAÑAGA,Week 43,CNN,0.3682294,0.5083236,0.2010722,0.44105232,0.011896193,0.104859665,0.5859405,0.19928831,73.1756353761401,Poor,Low,Low,High
BAÑAGA,Week 43,LSTM,0.35558823,0.551359,0.19880372,0.48426375,0.018010467,0.09529191,0.5857947,0.22174188,73.1754782246087,Poor,Low,Low,High
BAÑAGA,Week 43,CNN-LSTM,0.34475103,0.5288117,0.18809891,0.42888263,0.023428984,0.08383133,0.540822,0.21247046,73.17528998319807,Poor,Low,Low,High
BAÑAGA,Week 44,CNN,0.37105238,0.5098294,0.20155011,0.44321063,0.012089992,0.10456325,0.5865377,0.20047973,73.17563050748792,Poor,Low,Low,High
BAÑAGA,Week 44,LSTM,0.35785884,0.55249846,0.19963565,0.48602077,0.017965734,0.09539128,0.5865318,0.22258905,73.17547985677295,Poor,Low,Low,High
BAÑAGA,Week 44,CNN-LSTM,0.34723517,0.53032815,0.18876609,0.4306964,0.023515439,0.08376221,0.5416999,0.2133779,73.17528884789373,Poor,Low,Low,High
BAÑAGA,Week 45,CNN,0.37328425,0.5113014,0.20215635,0.44534388,0.0120638525,0.10449387,0.58699983,0.20154183,73.17562936791305,Poor,Low,Low,High
BAÑAGA,Week 45,LSTM,0.36017337,0.55365837,0.20042814,0.48778737,0.017903473,0.09547395,0.5872597,0.22348732,73.17548121463768,Poor,Low,Low,High
BAÑAGA,Week 45,CNN-LSTM,0.3496392,0.53170377,0.18948546,0.432513,0.02355452,0.083710715,0.54241437,0.2143123,73.17528800208213,Poor,Low,Low,High
BAÑAGA,Week 46,CNN,0.37556937,0.51307917,0.20300321,0.4479277,0.012005162,0.10426357,0.5874969,0.2025455,73.17562558520773,Poor,Low,Low,High
BAÑAGA,Week 46,LSTM,0.36233473,0.55474204,0.20121346,0.48949018,0.01785192,0.09554375,0.58794516,0.22435689,73.17548236111111,Poor,Low,Low,High
BAÑAGA,Week 46,CNN-LSTM,0.35192057,0.53307307,0.19018133,0.4343728,0.023640327,0.08364887,0.54313815,0.21515156,73.17528698627054,Poor,Low,Low,High
BAÑAGA,Week 47,CNN,0.37809858,0.51458514,0.2039152,0.45013002,0.011893087,0.104292706,0.588402,0.20361741,73.17562606377005,Poor,Low,Low,High
BAÑAGA,Week 47,LSTM,0.36448336,0.5558118,0.20202425,0.49124506,0.017790666,0.09558021,0.58859634,0.2251986,73.17548295997102,Poor,Low,Low,High
BAÑAGA,Week 47,CNN-LSTM,0.35425493,0.53444296,0.19097121,0.4362574,0.023687817,0.083589464,0.543804,0.2160466,73.17528601051981,Poor,Low,Low,High
BAÑAGA,Week 48,CNN,0.38037798,0.5160635,0.20454334,0.45213822,0.011765711,0.10424213,0.58908606,0.20460257,73.17562523305314,Poor,Low,Low,High
BAÑAGA,Week 48,LSTM,0.36667788,0.5569455,0.20290978,0.4929985,0.017720923,0.09565669,0.5892254,0.22602612,73.17548421616425,Poor,Low,Low,High
BAÑAGA,Week 48,CNN-LSTM,0.35656282,0.53579265,0.19173972,0.4381878,0.023745976,0.083525375,0.5445275,0.21684225,73.17528495785024,Poor,Low,Low,High
BAÑAGA,Week 49,CNN,0.38264224,0.51743656,0.20519626,0.45441493,0.011716147,0.10405592,0.5894651,0.2056072,73.1756221745314,Poor,Low,Low,High
BAÑAGA,Week 49,LSTM,0.36878422,0.5580404,0.20381224,0.49468738,0.017658649,0.095752664,0.58982766,0.22679466,73.17548579254878,Poor,Low,Low,High
BAÑAGA,Week 49,CNN-LSTM,0.35875013,0.5370992,0.19258751,0.44006333,0.023797695,0.08346568,0.5451385,0.21757428,73.17528397735265,Poor,Low,Low,High
BAÑAGA,Week 50,CNN,0.38485038,0.5190024,0.20606115,0.45668557,0.011874987,0.10395661,0.5900169,0.20655575,73.17562054335265,Poor,Low,Low,High
BAÑAGA,Week 50,LSTM,0.3708314,0.55912167,0.20469345,0.49640593,0.01760238,0.09582765,0.5904236,0.22755682,73.1754870242029,Poor,Low,Low,High
BAÑAGA,Week 50,CNN-LSTM,0.36095664,0.5384376,0.19339372,0.44195452,0.023850717,0.08339879,0.5458269,0.21834335,73.17528287867633,Poor,Low,Low,High
BAÑAGA,Week 51,CNN,0.38705793,0.5207351,0.20708467,0.45884618,0.011840947,0.10385682,0.5905901,0.2075502,73.17561890428985,Poor,Low,Low,High
BAÑAGA,Week 51,LSTM,0.37288293,0.56023526,0.20559761,0.49816558,0.017559167,0.09588634,0.5910454,0.2283203,73.17548798819324,Poor,Low,Low,High
BAÑAGA,Week 51,CNN-LSTM,0.363096,0.53974044,0.19423346,0.44379893,0.023899306,0.08335747,0.54646367,0.21908887,73.17528219999033,Poor,Low,Low,High
BAÑAGA,Week 52,CNN,0.3892869,0.5222151,0.20785718,0.46100822,0.0117731,0.10374905,0.59098303,0.20844576,73.17561713415459,Poor,Low,Low,High
BAÑAGA,Week 52,LSTM,0.37493837,0.56136334,0.20655908,0.49991024,0.017514003,0.09594371,0.5916373,0.22907239,73.17548893050241,Poor,Low,Low,High
BAÑAGA,Week 52,CNN-LSTM,0.3652558,0.5410837,0.19509776,0.44567958,0.023951465,0.0832898,0.5471245,0.21984738,73.17528108850242,Poor,Low,Low,High
BILIBINWANG,Week 1,CNN,0.49845836,0.6063364,0.32286906,0.7682175,-0.011851838,0.10645541,0.5859498,0.3776287,73.17566158644445,Poor,Low,Low,High
BILIBINWANG,Week 1,LSTM,0.4453626,0.663672,0.3764781,0.7972515,0.008578546,0.07552193,0.6379599,0.32879245,73.17515350029952,Poor,Low,Low,High
BILIBINWANG,Week 1,CNN-LSTM,0.43379986,0.66751444,0.3593324,0.81166726,0.014318411,0.077096604,0.63341707,0.3177813,73.17517936451014,Poor,Low,Low,High
BILIBINWANG,Week 2,CNN,0.4575967,0.56474155,0.35477555,0.7353334,0.039028596,0.122760445,0.6355491,0.38711172,73.17592939861352,Poor,Low,Low,High
BILIBINWANG,Week 2,LSTM,0.44629517,0.6562143,0.3726415,0.79458416,0.0066970177,0.08131874,0.6317665,0.33342963,73.17524871360386,Poor,Low,Low,High
BILIBINWANG,Week 2,CNN-LSTM,0.4435714,0.6726964,0.36477605,0.8009058,0.017460957,0.078225486,0.6291156,0.32051423,73.17519790653333,Poor,Low,Low,High
BILIBINWANG,Week 3,CNN,0.42961663,0.59447885,0.33743042,0.76226425,0.017514758,0.1161321,0.6161698,0.3448561,73.17582052724637,Poor,Low,Low,High
BILIBINWANG,Week 3,LSTM,0.44417498,0.650361,0.37093797,0.78630465,0.009528314,0.087473,0.63254684,0.34054816,73.17534979806763,Poor,Low,Low,High
BILIBINWANG,Week 3,CNN-LSTM,0.43711492,0.66047066,0.3638814,0.7770596,0.010531341,0.07811834,0.61182386,0.3293975,73.17519614664734,Poor,Low,Low,High
BILIBINWANG,Week 4,CNN,0.4309931,0.6195065,0.32590336,0.71536547,0.012127673,0.10608934,0.6219476,0.3565834,73.17565557370048,Poor,Low,Low,High
BILIBINWANG,Week 4,LSTM,0.42739636,0.6409232,0.3628083,0.77741694,0.011239094,0.09022595,0.6313602,0.33709672,73.17539501560387,Poor,Low,Low,High
BILIBINWANG,Week 4,CNN-LSTM,0.4310315,0.6551688,0.3586884,0.7563607,0.011304784,0.07989835,0.6122515,0.32475287,73.17522538352657,Poor,Low,Low,High
BILIBINWANG,Week 5,CNN,0.44234747,0.64647317,0.4109618,0.7003075,0.0019348538,0.102722056,0.6490762,0.28875104,73.17560026565411,Poor,Low,Low,High
BILIBINWANG,Week 5,LSTM,0.4190385,0.63704014,0.36086637,0.76158917,0.013858643,0.09407581,0.62820077,0.33461082,73.17545825001932,Poor,Low,Low,High
BILIBINWANG,Week 5,CNN-LSTM,0.42524743,0.63970727,0.34334683,0.747757,0.009215946,0.07950426,0.6057407,0.3304057,73.17521891055073,Poor,Low,Low,High
BILIBINWANG,Week 6,CNN,0.43311384,0.638263,0.3721558,0.68583107,0.0050990023,0.111131296,0.63540524,0.28559864,73.17573838843671,Poor,Low,Low,High
BILIBINWANG,Week 6,LSTM,0.4188121,0.6410425,0.36720288,0.7449322,0.013192059,0.096173234,0.62280977,0.32735312,73.17549270046183,Poor,Low,Low,High
BILIBINWANG,Week 6,CNN-LSTM,0.40718082,0.62867796,0.33593494,0.7268299,0.010391929,0.07940943,0.6100689,0.32343784,73.17521735295652,Poor,Low,Low,High
BILIBINWANG,Week 7,CNN,0.44144467,0.62642384,0.35084572,0.7104213,0.0005905861,0.11797189,0.63830304,0.304521,73.17585074601932,Poor,Low,Low,High
BILIBINWANG,Week 7,LSTM,0.41814885,0.6400201,0.35709733,0.72896624,0.014492555,0.09552494,0.62331903,0.32462427,73.17548205215459,Poor,Low,Low,High
BILIBINWANG,Week 7,CNN-LSTM,0.41009814,0.6224184,0.33437687,0.71208733,0.009761806,0.080277644,0.6051711,0.31654528,73.17523161347633,Poor,Low,Low,High
BILIBINWANG,Week 8,CNN,0.4364173,0.6296868,0.34465215,0.66879267,0.002585818,0.11277342,0.6356552,0.30970153,73.17576536052174,Poor,Low,Low,High
BILIBINWANG,Week 8,LSTM,0.41403598,0.63939375,0.35409713,0.72334677,0.014603236,0.097499184,0.62745744,0.32295766,73.17551447935072,Poor,Low,Low,High
BILIBINWANG,Week 8,CNN-LSTM,0.41224676,0.62320584,0.33361658,0.70222145,0.011517639,0.07796967,0.6082133,0.31368852,73.17519370472463,Poor,Low,Low,High
BILIBINWANG,Week 9,CNN,0.43817085,0.6403102,0.35094193,0.6732039,0.0007704841,0.10748406,0.61823934,0.28732648,73.17567848214493,Poor,Low,Low,High
BILIBINWANG,Week 9,LSTM,0.41422218,0.63685,0.35129568,0.7109436,0.01588669,0.09929834,0.6278081,0.31912637,73.17554403070531,Poor,Low,Low,High
BILIBINWANG,Week 9,CNN-LSTM,0.4076458,0.6186756,0.32266352,0.6855103,0.015529077,0.08079133,0.60356224,0.3082017,73.17524005083092,Poor,Low,Low,High
BILIBINWANG,Week 10,CNN,0.4694259,0.63062984,0.3367904,0.6676039,0.010323989,0.12175854,0.63001853,0.29751608,73.1759129422029,Poor,Low,Low,High
BILIBINWANG,Week 10,LSTM,0.414823,0.63440764,0.34790733,0.7027974,0.015642561,0.09914338,0.62654793,0.31318924,73.1755414854686,Poor,Low,Low,High
BILIBINWANG,Week 10,CNN-LSTM,0.41235638,0.6180605,0.3193851,0.67663217,0.01656818,0.07918633,0.60247684,0.3056682,73.17521368851207,Poor,Low,Low,High
BILIBINWANG,Week 11,CNN,0.45788217,0.63138527,0.33057213,0.66722524,0.008385668,0.11595824,0.6220812,0.31464103,73.17581767157488,Poor,Low,Low,High
BILIBINWANG,Week 11,LSTM,0.42762473,0.637242,0.33929092,0.69572073,0.014992483,0.098992735,0.6304132,0.31472057,73.17553901110628,Poor,Low,Low,High
BILIBINWANG,Week 11,CNN-LSTM,0.41321275,0.61436945,0.31636286,0.66590863,0.01781844,0.08252904,0.597344,0.2993806,73.17526859292754,Poor,Low,Low,High
BILIBINWANG,Week 12,CNN,0.46995312,0.621187,0.32449728,0.64911175,0.009692433,0.112533934,0.6298086,0.30093986,73.17576142693527,Poor,Low,Low,High
BILIBINWANG,Week 12,LSTM,0.42970148,0.6373056,0.33793256,0.6900458,0.015961956,0.09971518,0.63286346,0.31355184,73.17555087735266,Poor,Low,Low,High
BILIBINWANG,Week 12,CNN-LSTM,0.42192692,0.6174416,0.3137719,0.65777063,0.0180336,0.081818014,0.59595627,0.301706,73.17525691423961,Poor,Low,Low,High
BILIBINWANG,Week 13,CNN,0.46155867,0.6160437,0.30713764,0.6345601,0.01354395,0.120282955,0.63054085,0.30664083,73.17588870554106,Poor,Low,Low,High
BILIBINWANG,Week 13,LSTM,0.43636572,0.6368153,0.3310001,0.68157387,0.015875623,0.09994291,0.6339493,0.31245658,73.1755546178454,Poor,Low,Low,High
BILIBINWANG,Week 13,CNN-LSTM,0.42177254,0.6174708,0.31222388,0.6484439,0.019447504,0.08295254,0.5951949,0.29863834,73.17527554896618,Poor,Low,Low,High
BILIBINWANG,Week 14,CNN,0.4584436,0.6133145,0.30100477,0.63371843,0.010048877,0.11977093,0.631831,0.29737663,73.1758802954686,Poor,Low,Low,High
BILIBINWANG,Week 14,LSTM,0.43550083,0.63504523,0.3266392,0.6711118,0.017038852,0.10196645,0.6361587,0.31098956,73.1755878547343,Poor,Low,Low,High
BILIBINWANG,Week 14,CNN-LSTM,0.42718735,0.61550814,0.306429,0.64299625,0.018884411,0.08235123,0.5932852,0.29662305,73.17526567237681,Poor,Low,Low,High
BILIBINWANG,Week 15,CNN,0.45384213,0.6142361,0.30036905,0.6317138,0.010374537,0.11960162,0.6295657,0.29292208,73.1758775145314,Poor,Low,Low,High
BILIBINWANG,Week 15,LSTM,0.43378443,0.63215196,0.3217906,0.66242456,0.017423986,0.103678815,0.636448,0.3068635,73.17561598053624,Poor,Low,Low,High
BILIBINWANG,Week 15,CNN-LSTM,0.4243091,0.61441684,0.30374366,0.6319798,0.019165233,0.08369894,0.5925997,0.29263008,73.17528780867633,Poor,Low,Low,High
BILIBINWANG,Week 16,CNN,0.45471707,0.6186001,0.30702165,0.6196675,0.008554673,0.11786979,0.631874,0.28301826,73.17584906901449,Poor,Low,Low,High
BILIBINWANG,Week 16,LSTM,0.43301198,0.63002414,0.31608197,0.65552294,0.017895833,0.104035266,0.6371603,0.30332768,73.17562183528696,Poor,Low,Low,High
BILIBINWANG,Week 16,CNN-LSTM,0.42415503,0.6108932,0.2962841,0.62519544,0.018784044,0.08377715,0.59186274,0.29002374,73.17528909328502,Poor,Low,Low,High
BILIBINWANG,Week 17,CNN,0.45350185,0.6181883,0.3009476,0.6137112,0.0061072307,0.118134774,0.62830764,0.27504358,73.17585342140869,Poor,Low,Low,High
BILIBINWANG,Week 17,LSTM,0.43303967,0.62989265,0.31317946,0.6489369,0.018241374,0.104420274,0.63676006,0.2982947,73.17562815908985,Poor,Low,Low,High
BILIBINWANG,Week 17,CNN-LSTM,0.42337242,0.60884583,0.29156333,0.6172892,0.019276187,0.08432071,0.5918942,0.28850076,73.17529802132367,Poor,Low,Low,High
BILIBINWANG,Week 18,CNN,0.45651513,0.6119041,0.2952366,0.60970426,0.006313102,0.119534545,0.6277675,0.26807156,73.17587641281642,Poor,Low,Low,High
BILIBINWANG,Week 18,LSTM,0.43327615,0.6290088,0.30738777,0.6419403,0.01836566,0.10380166,0.6363082,0.294669,73.17561799828019,Poor,Low,Low,High
