Location,Week,Model,Surface Temperature,Middle Temperature,Bottom Temperature,pH,Ammonia,Nitrate,Phosphate,Dissolved Oxygen,WQI,WQI_Status,Ammonia_Level,Nitrate_Level,Phosphate_Level
BERINAYAN,Week 27,LSTM,0.4287418,0.61253315,0.2621763,0.5778228,0.018584812,0.10383283,0.62971145,0.26193616,73.17561851025121,Poor,Low,Low,High
BERINAYAN,Week 27,CNN-LSTM,0.41991416,0.59286857,0.24481927,0.53041846,0.023529803,0.084833086,0.58607405,0.25498357,73.17530643716135,Poor,Low,Low,High
BERINAYAN,Week 28,CNN,0.44779074,0.58716303,0.25792235,0.545417,0.007392686,0.118205756,0.62820303,0.24467093,73.17585458729661,Poor,Low,Low,High
BERINAYAN,Week 28,LSTM,0.43059424,0.6128912,0.26141176,0.5769887,0.018533077,0.1037832,0.6298373,0.26091912,73.17561769507246,Poor,Low,Low,High
BERINAYAN,Week 28,CNN-LSTM,0.421411,0.5932767,0.24383138,0.5289367,0.023779385,0.084713176,0.58603984,0.25385973,73.17530446762512,Poor,Low,Low,High
BERINAYAN,Week 29,CNN,0.4488478,0.58768046,0.2579705,0.5461399,0.007617914,0.11717726,0.6284806,0.24357902,73.1758376941256,Poor,Low,Low,High
BERINAYAN,Week 29,LSTM,0.43205285,0.6131841,0.26063052,0.5763315,0.018463584,0.10366944,0.62984383,0.26003036,73.17561582655073,Poor,Low,Low,High
BERINAYAN,Week 29,CNN-LSTM,0.4229612,0.593607,0.24314247,0.5278773,0.02392417,0.08466545,0.5861114,0.2531042,73.1753036837198,Poor,Low,Low,High
BERINAYAN,Week 30,CNN,0.45033157,0.5883825,0.25737992,0.5457659,0.007764923,0.11715023,0.6299517,0.24405338,73.17583725015459,Poor,Low,Low,High
BERINAYAN,Week 30,LSTM,0.43342888,0.61362106,0.2599674,0.57608855,0.018416211,0.10341365,0.6300175,0.25918755,73.17561162516908,Poor,Low,Low,High
BERINAYAN,Week 30,CNN-LSTM,0.4243466,0.5940716,0.24240237,0.5269556,0.024126139,0.0845861,0.5861778,0.25210336,73.17530238038647,Poor,Low,Low,High
BERINAYAN,Week 31,CNN,0.45203018,0.58844304,0.2560743,0.5454946,0.0077059255,0.116820745,0.63064164,0.24395484,73.17583183832367,Poor,Low,Low,High
BERINAYAN,Week 31,LSTM,0.4348716,0.61423224,0.259522,0.5758953,0.018404275,0.10324581,0.63034993,0.25865337,73.17560886837681,Poor,Low,Low,High
BERINAYAN,Week 31,CNN-LSTM,0.4261677,0.5945808,0.24208546,0.52626365,0.024185922,0.08438754,0.586123,0.25136495,73.1752991190145,Poor,Low,Low,High
BERINAYAN,Week 32,CNN,0.45330647,0.5882431,0.25486943,0.5453556,0.0072374935,0.11629815,0.63046813,0.2439133,73.17582325463768,Poor,Low,Low,High
BERINAYAN,Week 32,LSTM,0.43620086,0.6147099,0.2591589,0.57577837,0.018361267,0.10318815,0.6306777,0.25817442,73.17560792130435,Poor,Low,Low,High
BERINAYAN,Week 32,CNN-LSTM,0.42739013,0.5950419,0.24159189,0.5260275,0.02434331,0.08429046,0.5862508,0.25048846,73.17529752446377,Poor,Low,Low,High
BERINAYAN,Week 33,CNN,0.4540728,0.58925396,0.25441587,0.54624474,0.007398556,0.11583128,0.63056266,0.24343762,73.17581558624154,Poor,Low,Low,High
BERINAYAN,Week 33,LSTM,0.43734875,0.6150146,0.25884196,0.5757352,0.018320514,0.10315107,0.6308971,0.25771302,73.17560731226087,Poor,Low,Low,High
BERINAYAN,Week 33,CNN-LSTM,0.42868778,0.5955191,0.2413763,0.52577436,0.024457656,0.08414711,0.5862114,0.249839,73.1752951699227,Poor,Low,Low,High
BERINAYAN,Week 34,CNN,0.45558876,0.5904744,0.2551834,0.5465705,0.0075435396,0.11546921,0.63117814,0.24339825,73.17580963919806,Poor,Low,Low,High
BERINAYAN,Week 34,LSTM,0.4383508,0.6153534,0.25853923,0.57589716,0.018300937,0.10305836,0.6311812,0.2572661,73.17560578948792,Poor,Low,Low,High
BERINAYAN,Week 34,CNN-LSTM,0.4299403,0.5960141,0.24103273,0.5257429,0.024554268,0.08406087,0.58633006,0.24928378,73.17529375342029,Poor,Low,Low,High
BERINAYAN,Week 35,CNN,0.45708486,0.59125763,0.25456017,0.5467659,0.007645528,0.114953734,0.63132316,0.24331607,73.1758011724425,Poor,Low,Low,High
BERINAYAN,Week 35,LSTM,0.43965596,0.61586434,0.25847185,0.5761791,0.018262047,0.10293825,0.63138604,0.25697187,73.17560381666667,Poor,Low,Low,High
BERINAYAN,Week 35,CNN-LSTM,0.43142426,0.5966337,0.24094431,0.5258326,0.024674203,0.08387943,0.58635956,0.24882087,73.17529077324637,Poor,Low,Low,High
BERINAYAN,Week 36,CNN,0.45810455,0.59159946,0.25406936,0.547171,0.007523626,0.114436194,0.6315806,0.24312466,73.1757926717855,Poor,Low,Low,High
BERINAYAN,Week 36,LSTM,0.4409062,0.6163046,0.25836474,0.57639164,0.01820963,0.10280006,0.6315372,0.25677648,73.17560154687922,Poor,Low,Low,High
BERINAYAN,Week 36,CNN-LSTM,0.43272564,0.5971635,0.24082226,0.5261087,0.024756167,0.083732456,0.58636874,0.24836019,73.17528835918067,Poor,Low,Low,High
BERINAYAN,Week 37,CNN,0.459174,0.5923646,0.2539862,0.5480493,0.0076764743,0.11392651,0.6317459,0.24297667,73.17578430016425,Poor,Low,Low,High
BERINAYAN,Week 37,LSTM,0.4419662,0.6166751,0.2582608,0.576652,0.018161226,0.10267142,0.6317003,0.25658235,73.17559943395169,Poor,Low,Low,High
BERINAYAN,Week 37,CNN-LSTM,0.4339354,0.5977472,0.2407778,0.5263883,0.0248608,0.083609834,0.5864616,0.24793127,73.17528634509952,Poor,Low,Low,High
BERINAYAN,Week 38,CNN,0.46046925,0.5930703,0.253998,0.5485452,0.0077118715,0.11357582,0.6322159,0.24307463,73.17577854003865,Poor,Low,Low,High
BERINAYAN,Week 38,LSTM,0.44294754,0.61709183,0.2582331,0.57703704,0.018125499,0.102526166,0.63187975,0.25641802,73.17559704813719,Poor,Low,Low,High
BERINAYAN,Week 38,CNN-LSTM,0.43511847,0.59825546,0.24067813,0.5267292,0.024933938,0.083476715,0.5865104,0.2475711,73.17528415860386,Poor,Low,Low,High
BERINAYAN,Week 39,CNN,0.4615977,0.59377295,0.25394067,0.5490036,0.007667817,0.113147244,0.6323579,0.24304608,73.17577150062608,Poor,Low,Low,High
BERINAYAN,Week 39,LSTM,0.44398668,0.61755794,0.25828585,0.5774934,0.018085405,0.1024038,0.6320665,0.25633696,73.17559503826087,Poor,Low,Low,High
BERINAYAN,Week 39,CNN-LSTM,0.43629766,0.59884185,0.24070464,0.5271515,0.02501158,0.08332337,0.5866012,0.2473212,73.17528163989371,Poor,Low,Low,High
BERINAYAN,Week 40,CNN,0.46262518,0.59438837,0.253897,0.5497394,0.0077276058,0.11266672,0.632258,0.24308406,73.17576360796136,Poor,Low,Low,High
BERINAYAN,Week 40,LSTM,0.44497207,0.6179957,0.25838363,0.57796043,0.018046586,0.10228156,0.63220924,0.25627878,73.17559303045411,Poor,Low,Low,High
BERINAYAN,Week 40,CNN-LSTM,0.43742108,0.59936005,0.24070145,0.5276926,0.025060369,0.083200656,0.58668107,0.2470351,73.17527962430145,Poor,Low,Low,High
BERINAYAN,Week 41,CNN,0.46365902,0.59516644,0.25403348,0.5505892,0.007943021,0.112274416,0.6324504,0.2432362,73.17575716432077,Poor,Low,Low,High
BERINAYAN,Week 41,LSTM,0.4458995,0.61842054,0.25846988,0.578455,0.018014418,0.10212559,0.6323387,0.2562854,73.17559046862802,Poor,Low,Low,High
BERINAYAN,Week 41,CNN-LSTM,0.43852648,0.599958,0.24081378,0.5281969,0.025131263,0.08307082,0.5868079,0.24690597,73.17527749172947,Poor,Low,Low,High
BERINAYAN,Week 42,CNN,0.4647499,0.5959586,0.25429988,0.55121404,0.007936083,0.111965895,0.6326425,0.24341121,73.17575209682609,Poor,Low,Low,High
BERINAYAN,Week 42,LSTM,0.44680572,0.6189031,0.25859895,0.5790224,0.01799194,0.10196525,0.6325136,0.2563469,73.17558783502416,Poor,Low,Low,High
BERINAYAN,Week 42,CNN-LSTM,0.43962467,0.60051453,0.24093744,0.528769,0.0251849,0.08295068,0.58687085,0.24676411,73.17527551841546,Poor,Low,Low,High
BERINAYAN,Week 43,CNN,0.46572506,0.5964851,0.2542638,0.55181235,0.007863099,0.11161667,0.6325859,0.24352188,73.17574636076328,Poor,Low,Low,High
BERINAYAN,Week 43,LSTM,0.4477069,0.6193806,0.25884062,0.5795775,0.017963743,0.101830356,0.63262975,0.25641978,73.17558561937392,Poor,Low,Low,High
BERINAYAN,Week 43,CNN-LSTM,0.44067824,0.60108376,0.2411204,0.52940357,0.025231034,0.08282621,0.5869646,0.24667062,73.17527347398068,Poor,Low,Low,High
BERINAYAN,Week 44,CNN,0.46659443,0.59701115,0.25438192,0.55249774,0.007894125,0.11134847,0.63242453,0.24351321,73.17574195554589,Poor,Low,Low,High
BERINAYAN,Week 44,LSTM,0.4485242,0.6197876,0.25909165,0.58010495,0.017931707,0.10171013,0.6327037,0.25648814,73.17558364464735,Poor,Low,Low,High
BERINAYAN,Week 44,CNN-LSTM,0.44163957,0.60158753,0.24134056,0.5300184,0.025275113,0.08270976,0.58698606,0.24655782,73.17527156127537,Poor,Low,Low,High
BERINAYAN,Week 45,CNN,0.46744648,0.5977356,0.25473273,0.5532704,0.007982494,0.1110224,0.6323646,0.24359961,73.17573659980677,Poor,Low,Low,High
BERINAYAN,Week 45,LSTM,0.44926587,0.6201691,0.2593552,0.58062863,0.017904662,0.10159325,0.63274527,0.256543,73.17558172487922,Poor,Low,Low,High
BERINAYAN,Week 45,CNN-LSTM,0.4425436,0.60207653,0.2415546,0.5306128,0.025304588,0.08261006,0.5870475,0.2465045,73.17526992369082,Poor,Low,Low,High
BERINAYAN,Week 46,CNN,0.46838725,0.5984049,0.25504848,0.5538726,0.007975742,0.11077561,0.6323332,0.24370249,73.17573254625121,Poor,Low,Low,High
BERINAYAN,Week 46,LSTM,0.45000297,0.62057,0.25965387,0.5811789,0.01788393,0.101463564,0.6327821,0.25661173,73.17557959477101,Poor,Low,Low,High
BERINAYAN,Week 46,CNN-LSTM,0.4434577,0.6025776,0.24182522,0.531189,0.025338804,0.082507454,0.58707374,0.24646224,73.17526823837488,Poor,Low,Low,High
BERINAYAN,Week 47,CNN,0.469189,0.5989643,0.25526905,0.5544386,0.008007696,0.110526055,0.63221174,0.24380174,73.17572844728019,Poor,Low,Low,High
BERINAYAN,Week 47,LSTM,0.45075732,0.62096965,0.25998193,0.5817169,0.017857092,0.10134294,0.6327925,0.256693,73.17557761350724,Poor,Low,Low,High
BERINAYAN,Week 47,CNN-LSTM,0.44433808,0.6030469,0.2421057,0.53180116,0.025359916,0.08239959,0.5870959,0.24643888,73.17526646669565,Poor,Low,Low,High
BERINAYAN,Week 48,CNN,0.46996373,0.59947836,0.25550598,0.555122,0.008025101,0.11026193,0.6320091,0.24389404,73.17572410899517,Poor,Low,Low,High
BERINAYAN,Week 48,LSTM,0.45144483,0.6213445,0.2603237,0.5822251,0.017836014,0.10122993,0.6327847,0.25676998,73.17557575730434,Poor,Low,Low,High
BERINAYAN,Week 48,CNN-LSTM,0.44516325,0.60350186,0.24242127,0.5323682,0.025381606,0.082309276,0.58708805,0.24641192,73.17526498327729,Poor,Low,Low,High
BERINAYAN,Week 49,CNN,0.4707125,0.6000297,0.25581357,0.5557534,0.008065613,0.11005283,0.6318587,0.24400462,73.17572067450241,Poor,Low,Low,High
BERINAYAN,Week 49,LSTM,0.4520722,0.62170416,0.26067165,0.5827311,0.017816119,0.1011169,0.63276005,0.2568421,73.17557390077295,Poor,Low,Low,High
BERINAYAN,Week 49,CNN-LSTM,0.4459621,0.6039278,0.24272798,0.5329293,0.025404122,0.08221519,0.58707416,0.24640177,73.17526343790338,Poor,Low,Low,High
BERINAYAN,Week 50,CNN,0.47142795,0.6005673,0.25616458,0.55629146,0.008013977,0.1098725,0.6317025,0.24410133,73.17571771256038,Poor,Low,Low,High
BERINAYAN,Week 50,LSTM,0.45268443,0.62205535,0.26103222,0.5832305,0.017798185,0.10100872,0.6327281,0.25691763,73.17557212390338,Poor,Low,Low,High
BERINAYAN,Week 50,CNN-LSTM,0.44670263,0.60432696,0.24304716,0.5335066,0.025422707,0.0821446,0.58705515,0.24639075,73.1752622784541,Poor,Low,Low,High
BERINAYAN,Week 51,CNN,0.4721015,0.6010228,0.2564172,0.55683875,0.007986884,0.10968953,0.6314694,0.24416573,73.17571470725603,Poor,Low,Low,High
BERINAYAN,Week 51,LSTM,0.4532785,0.6223845,0.2614191,0.5837091,0.017777896,0.100911975,0.6326671,0.25698274,73.17557053485507,Poor,Low,Low,High
BERINAYAN,Week 51,CNN-LSTM,0.4474154,0.60469705,0.2433703,0.5340879,0.025439544,0.08206557,0.5870214,0.24637617,73.1752609803768,Poor,Low,Low,High
BERINAYAN,Week 52,CNN,0.4727368,0.60146517,0.25672686,0.5573853,0.007987116,0.10951749,0.631243,0.24422994,73.17571188147826,Poor,Low,Low,High
BERINAYAN,Week 52,LSTM,0.45383522,0.62268436,0.26179355,0.5841652,0.017757082,0.10081882,0.63258946,0.25703892,73.17556900477294,Poor,Low,Low,High
BERINAYAN,Week 52,CNN-LSTM,0.44808203,0.6050399,0.2437106,0.5346441,0.025451142,0.08199768,0.58697534,0.2463613,73.17525986527536,Poor,Low,Low,High
SAMPALOC,Week 1,CNN,0.25763145,0.44834286,0.21838103,0.3890371,0.050046567,0.030859247,0.4569177,0.14093143,66.00964610598938,Poor,Low,Low,Moderate
SAMPALOC,Week 1,LSTM,0.3221946,0.5415261,0.19739711,0.39098927,0.00984532,0.049008023,0.5375872,0.15392026,73.17471800617488,Poor,Low,Low,High
SAMPALOC,Week 1,CNN-LSTM,0.37545827,0.60795575,0.2336648,0.37189195,0.031980116,0.08804391,0.5008836,0.15320808,73.17535917533333,Poor,Low,Low,High
SAMPALOC,Week 2,CNN,0.20541513,0.4989043,0.19055054,0.38848588,-0.04831647,0.110555544,0.4680159,0.19422999,67.85663404033623,Poor,Low,Low,Moderate
SAMPALOC,Week 2,LSTM,0.29201788,0.54362917,0.20904686,0.43214002,0.009790484,0.053685106,0.53664577,0.15264612,73.17479482782802,Poor,Low,Low,High
SAMPALOC,Week 2,CNN-LSTM,0.3112916,0.5774633,0.23931254,0.4444195,0.02386125,0.07946759,0.5231202,0.1571948,73.17521830824154,Poor,Low,Low,High
SAMPALOC,Week 3,CNN,0.19242689,0.45452917,0.21691242,0.43400148,-0.047673002,0.13969272,0.5000698,0.1400816,73.17620751327536,Poor,Low,Low,High
SAMPALOC,Week 3,LSTM,0.26362184,0.5263116,0.21530981,0.4458286,0.011771658,0.062507294,0.53108436,0.15067911,73.1749397333314,Poor,Low,Low,High
SAMPALOC,Week 3,CNN-LSTM,0.2608892,0.53966063,0.21330105,0.46987864,0.025203627,0.0894288,0.5017993,0.13347799,73.17538192231883,Poor,Low,Low,High
SAMPALOC,Week 4,CNN,0.2172868,0.4310338,0.14102487,0.39744985,-0.03863039,0.10212481,0.54180336,0.19249895,73.17559045581642,Poor,Low,Low,High
SAMPALOC,Week 4,LSTM,0.24417691,0.5175201,0.21362811,0.4621522,0.011797128,0.072511524,0.53120023,0.14659029,73.1751040540174,Poor,Low,Low,High
SAMPALOC,Week 4,CNN-LSTM,0.24980521,0.53691155,0.23207264,0.47183067,0.014963447,0.08094679,0.51711196,0.15070795,73.17524260428019,Poor,Low,Low,High
SAMPALOC,Week 5,CNN,0.20226304,0.44873443,0.15297163,0.3924674,-0.009396575,0.121092156,0.516682,0.13053842,73.17590199676522,Poor,Low,Low,High
SAMPALOC,Week 5,LSTM,0.23246622,0.50986284,0.20751226,0.46998283,0.012278061,0.08315659,0.5355387,0.15655454,73.17527890051207,Poor,Low,Low,High
SAMPALOC,Week 5,CNN-LSTM,0.22888431,0.5164568,0.20532326,0.44612756,0.009916051,0.08122428,0.5157949,0.15678376,73.17524716208696,Poor,Low,Low,High
SAMPALOC,Week 6,CNN,0.24874093,0.42074963,0.19586095,0.43311563,-0.019823715,0.09191354,0.51797384,0.07892971,73.17542273447343,Poor,Low,Low,High
SAMPALOC,Week 6,LSTM,0.21890081,0.5030738,0.19734831,0.46812022,0.013805065,0.089219525,0.5383991,0.15734634,73.1753784849517,Poor,Low,Low,High
SAMPALOC,Week 6,CNN-LSTM,0.21824932,0.50602776,0.20883085,0.45202568,0.0046073366,0.07925693,0.5268574,0.16357258,73.1752148481256,Poor,Low,Low,High
SAMPALOC,Week 7,CNN,0.25589642,0.46257678,0.15403816,0.46284622,-0.037655625,0.09240093,0.54600114,0.037368305,73.17543073991304,Poor,Low,Low,High
SAMPALOC,Week 7,LSTM,0.22176486,0.5024882,0.19091146,0.4770745,0.010949504,0.09049104,0.53802264,0.1569766,73.17539936973913,Poor,Low,Low,High
SAMPALOC,Week 7,CNN-LSTM,0.21356495,0.49332336,0.18918243,0.44890824,0.006187898,0.08139012,0.5281567,0.16644095,73.17524988602898,Poor,Low,Low,High
SAMPALOC,Week 8,CNN,0.24113241,0.52512014,0.20186932,0.44227055,-0.008977974,0.14318962,0.56836796,0.12927434,73.1762649502802,Poor,Low,Low,High
SAMPALOC,Week 8,LSTM,0.22447611,0.49849534,0.17999455,0.48761132,0.00867207,0.09029592,0.5432216,0.14924304,73.17539616486957,Poor,Low,Low,High
SAMPALOC,Week 8,CNN-LSTM,0.21782388,0.48078427,0.18873523,0.48157892,0.001619336,0.07678588,0.5392228,0.15767266,73.17517426083091,Poor,Low,Low,High
SAMPALOC,Week 9,CNN,0.26349282,0.48072407,0.20984575,0.40308073,-0.034654632,0.0906729,0.5331051,0.10937042,73.17540235681159,Poor,Low,Low,High
SAMPALOC,Week 9,LSTM,0.24136327,0.5052729,0.18626106,0.4929313,0.012173165,0.0931319,0.5499245,0.15874785,73.17544274618358,Poor,Low,Low,High
SAMPALOC,Week 9,CNN-LSTM,0.22389188,0.48473594,0.17541507,0.48520222,0.00642249,0.07975381,0.54335374,0.15737958,73.1752230094396,Poor,Low,Low,High
SAMPALOC,Week 10,CNN,0.27807903,0.48104957,0.17718859,0.3836392,-0.00805499,0.097915135,0.573741,0.1485262,73.17552131139614,Poor,Low,Low,High
SAMPALOC,Week 10,LSTM,0.2549409,0.5035425,0.1866329,0.49287996,0.010504297,0.09312361,0.5464282,0.16172895,73.17544261001932,Poor,Low,Low,High
SAMPALOC,Week 10,CNN-LSTM,0.23498482,0.48368287,0.18130296,0.48603427,0.009330394,0.07344284,0.5373355,0.1558424,73.17511935099517,Poor,Low,Low,High
SAMPALOC,Week 11,CNN,0.28286967,0.48522052,0.17309806,0.4523751,0.011210536,0.10917275,0.5643219,0.16952093,73.17570621908213,Poor,Low,Low,High
SAMPALOC,Week 11,LSTM,0.26503795,0.51332784,0.18414304,0.48965943,0.0135216145,0.09406832,0.5570733,0.17336607,73.17545812699517,Poor,Low,Low,High
SAMPALOC,Week 11,CNN-LSTM,0.24241847,0.48442933,0.1783062,0.46390688,0.013946784,0.080023125,0.53507185,0.16087301,73.17522743297101,Poor,Low,Low,High
SAMPALOC,Week 12,CNN,0.3086073,0.47504345,0.16955449,0.44295,0.011369667,0.11228179,0.5728278,0.18751219,73.17575728543962,Poor,Low,Low,High
SAMPALOC,Week 12,LSTM,0.2723096,0.515026,0.18359067,0.49292183,0.0136475805,0.094151154,0.56472325,0.18079942,73.17545948755362,Poor,Low,Low,High
SAMPALOC,Week 12,CNN-LSTM,0.2610816,0.49064627,0.18372859,0.46494249,0.013221701,0.07859504,0.5312812,0.16420381,73.17520397650242,Poor,Low,Low,High
SAMPALOC,Week 13,CNN,0.29831138,0.46088067,0.1709067,0.41626617,0.0027865004,0.122928195,0.5524779,0.17608519,73.17593215392753,Poor,Low,Low,High
SAMPALOC,Week 13,LSTM,0.28552365,0.51798147,0.18314737,0.49308214,0.0135399755,0.095825545,0.56954765,0.1904468,73.17548698962801,Poor,Low,Low,High
SAMPALOC,Week 13,CNN-LSTM,0.2684134,0.501492,0.17913611,0.46009737,0.016821042,0.08036542,0.53897166,0.17968632,73.17523305520773,Poor,Low,Low,High
SAMPALOC,Week 14,CNN,0.28857294,0.48660025,0.19111359,0.42989045,0.0009730337,0.115564995,0.5545148,0.16422984,73.17581121247827,Poor,Low,Low,High
SAMPALOC,Week 14,LSTM,0.2888841,0.51955396,0.18137985,0.489924,0.014827274,0.09776023,0.5723275,0.19423321,73.1755187670628,Poor,Low,Low,High
SAMPALOC,Week 14,CNN-LSTM,0.27480322,0.4975655,0.17562826,0.4553535,0.016304865,0.081019565,0.534179,0.18160611,73.17524379961836,Poor,Low,Low,High
SAMPALOC,Week 15,CNN,0.29152468,0.48512855,0.18574621,0.43863502,0.011284547,0.12214099,0.56528866,0.16857567,73.17591922399033,Poor,Low,Low,High
SAMPALOC,Week 15,LSTM,0.29334512,0.5203323,0.18046933,0.4873165,0.015921382,0.09639428,0.5729141,0.19619939,73.17549633116909,Poor,Low,Low,High
SAMPALOC,Week 15,CNN-LSTM,0.27372092,0.49998075,0.17713018,0.45003793,0.017149258,0.08306367,0.5369672,0.18629615,73.17527737428985,Poor,Low,Low,High
SAMPALOC,Week 16,CNN,0.29741687,0.4918234,0.19562495,0.43072698,0.010058254,0.11287929,0.5841266,0.17153671,73.17576709944927,Poor,Low,Low,High
SAMPALOC,Week 16,LSTM,0.29667595,0.521787,0.17832729,0.48613712,0.016344806,0.095412165,0.57538235,0.19981483,73.17548019981159,Poor,Low,Low,High
SAMPALOC,Week 16,CNN-LSTM,0.28140283,0.4989826,0.17672034,0.44625455,0.016368402,0.083001256,0.5348889,0.1870814,73.17527634913236,Poor,Low,Low,High
SAMPALOC,Week 17,CNN,0.2968414,0.48504543,0.19516183,0.4249193,0.004598695,0.1052928,0.5779253,0.17635007,73.17564249043478,Poor,Low,Low,High
SAMPALOC,Week 17,LSTM,0.30069268,0.5256767,0.1814658,0.4857516,0.016602978,0.0959671,0.57833093,0.20195976,73.17548931468599,Poor,Low,Low,High
SAMPALOC,Week 17,CNN-LSTM,0.2805945,0.5032187,0.17760564,0.44349918,0.01729234,0.083756626,0.5390061,0.18989034,73.17528875617585,Poor,Low,Low,High
SAMPALOC,Week 18,CNN,0.30449846,0.47034863,0.17954607,0.42471594,0.02190039,0.11339688,0.5716836,0.16365889,73.17577560092754,Poor,Low,Low,High
SAMPALOC,Week 18,LSTM,0.3016626,0.5273428,0.1831791,0.48478022,0.016807012,0.09545336,0.57943887,0.20411688,73.17548087644444,Poor,Low,Low,High
SAMPALOC,Week 18,CNN-LSTM,0.28250664,0.5024616,0.17711626,0.43684378,0.018308263,0.08391036,0.53782326,0.19169262,73.17529128127536,Poor,Low,Low,High
SAMPALOC,Week 19,CNN,0.30631232,0.48298633,0.1910353,0.44150665,0.019394932,0.113624334,0.56832916,0.17257948,73.17577933688696,Poor,Low,Low,High
SAMPALOC,Week 19,LSTM,0.30019087,0.52919847,0.18020034,0.4828684,0.017232317,0.0952914,0.58259827,0.20563692,73.17547821623188,Poor,Low,Low,High
SAMPALOC,Week 19,CNN-LSTM,0.2830477,0.50358605,0.1769744,0.43549076,0.018270336,0.08458683,0.5411419,0.19487959,73.1753023923768,Poor,Low,Low,High
SAMPALOC,Week 20,CNN,0.3140898,0.48699486,0.19310983,0.43794838,0.010158358,0.1124817,0.5700617,0.17708607,73.17576056898551,Poor,Low,Low,High
SAMPALOC,Week 20,LSTM,0.30162448,0.53135127,0.18091406,0.485149,0.017780673,0.094282106,0.58425283,0.207863,73.17546163845604,Poor,Low,Low,High
SAMPALOC,Week 20,CNN-LSTM,0.2848619,0.5024802,0.175013,0.4315151,0.01887192,0.08551136,0.53905284,0.19628891,73.17531757789372,Poor,Low,Low,High
SAMPALOC,Week 21,CNN,0.31554922,0.4792218,0.19831316,0.42772245,0.008492528,0.11303136,0.576217,0.17842087,73.1757695972174,Poor,Low,Low,High
SAMPALOC,Week 21,LSTM,0.3066798,0.5318379,0.18281144,0.4867844,0.017350305,0.094185196,0.58304954,0.2091656,73.17546004669758,Poor,Low,Low,High
SAMPALOC,Week 21,CNN-LSTM,0.2887508,0.5036385,0.1746169,0.4353951,0.018753897,0.085893594,0.5404157,0.19929494,73.17532385613333,Poor,Low,Low,High
SAMPALOC,Week 22,CNN,0.3240244,0.48607183,0.19308747,0.43595824,0.012643444,0.1134704,0.5775161,0.18088993,73.17577680850242,Poor,Low,Low,High
SAMPALOC,Week 22,LSTM,0.30941558,0.5342263,0.18465953,0.48705986,0.017467435,0.094686694,0.58295673,0.2109349,73.1754682838628,Poor,Low,Low,High
SAMPALOC,Week 22,CNN-LSTM,0.2906353,0.50243473,0.17491475,0.43306226,0.019719258,0.08589834,0.5387572,0.20109804,73.17532393408696,Poor,Low,Low,High
SAMPALOC,Week 23,CNN,0.33025223,0.48486865,0.19328882,0.43873936,0.016585797,0.1127368,0.57952523,0.18827555,73.17576475903381,Poor,Low,Low,High
SAMPALOC,Week 23,LSTM,0.3130891,0.5361364,0.1861825,0.48731244,0.017487064,0.09511497,0.58324057,0.21279794,73.17547531834782,Poor,Low,Low,High
SAMPALOC,Week 23,CNN-LSTM,0.29616454,0.5053154,0.17793341,0.43328026,0.019832112,0.08592343,0.538595,0.20231515,73.17532434619324,Poor,Low,Low,High
SAMPALOC,Week 24,CNN,0.33142164,0.4896259,0.19652207,0.4355727,0.013491623,0.11200314,0.58087397,0.19085824,73.17575270857971,Poor,Low,Low,High
SAMPALOC,Week 24,LSTM,0.31760484,0.5380108,0.18781337,0.4881422,0.017507806,0.09558807,0.5843578,0.21520168,73.17548308907246,Poor,Low,Low,High
SAMPALOC,Week 24,CNN-LSTM,0.30082142,0.506766,0.17894284,0.433552,0.020610016,0.08556377,0.5390677,0.20473368,73.1753184387343,Poor,Low,Low,High
SAMPALOC,Week 25,CNN,0.3321091,0.48868814,0.19386627,0.4338974,0.013800381,0.11167608,0.5768366,0.19199431,73.1757473365797,Poor,Low,Low,High
SAMPALOC,Week 25,LSTM,0.32125756,0.5393231,0.19004588,0.48789343,0.017711725,0.09618015,0.5849306,0.21677583,73.17549281405798,Poor,Low,Low,High
SAMPALOC,Week 25,CNN-LSTM,0.30580077,0.5100431,0.17985797,0.43407795,0.020832028,0.08607242,0.5396807,0.20674045,73.17532679337198,Poor,Low,Low,High
SAMPALOC,Week 26,CNN,0.33842728,0.4876239,0.19480404,0.43639064,0.015804747,0.11126137,0.57540864,0.18876985,73.17574052491787,Poor,Low,Low,High
SAMPALOC,Week 26,LSTM,0.32325768,0.5397804,0.19091007,0.4872247,0.018018115,0.09647109,0.58515847,0.2180503,73.1754975927826,Poor,Low,Low,High
SAMPALOC,Week 26,CNN-LSTM,0.3081817,0.5103069,0.18041979,0.43394175,0.02146106,0.0856742,0.53948694,0.20912182,73.17532025256038,Poor,Low,Low,High
SAMPALOC,Week 27,CNN,0.33882377,0.4934064,0.19863167,0.43723768,0.013457922,0.11288708,0.57878935,0.19253877,73.17576722740097,Poor,Low,Low,High
SAMPALOC,Week 27,LSTM,0.3266337,0.5405497,0.19096813,0.48706314,0.017974524,0.09634496,0.58502346,0.21915057,73.17549552108213,Poor,Low,Low,High
SAMPALOC,Week 27,CNN-LSTM,0.31199333,0.5118826,0.18066669,0.4328696,0.02124372,0.0861989,0.53935117,0.21004467,73.17532887082126,Poor,Low,Low,High
SAMPALOC,Week 28,CNN,0.3445287,0.4959494,0.20109303,0.43864295,0.011922266,0.11092867,0.5805873,0.19310999,73.17573506028019,Poor,Low,Low,High
